season,daynum,wteam,wscore,lteam,lscore,wloc,numot,line_wloc,line,lineavg,linesag,linesage,linesagp,linepom,linemoore,linepugh,lineopen,linedok,linefox,linepig
2011,58,1286,75,1451,72,H,0,H,2.00,-.76,.86,.87,.80,,-4.75,,-2.00,1.26,-2.00,.00
2011,58,1292,65,1398,58,H,0,H,7.00,5.95,5.52,4.38,6.65,,6.06,,8.00,8.67,4.00,6.50
2011,58,1294,79,1340,66,A,0,A,-1.00,-1.01,-2.18,-7.66,2.34,,.15,,5.00,-.87,1.00,-.50
2011,58,1306,68,1165,66,N,0,A,-5.00,-8.97,-6.41,-3.52,-9.43,,-14.73,,-5.00,-4.15,-13.00,-8.00
2011,58,1307,61,1403,60,A,0,A,2.50,3.72,5.02,5.76,4.32,,4.02,,2.50,.52,4.00,3.00
2011,58,1308,74,1225,69,A,0,A,-2.00,.93,-1.44,-2.84,-.06,,6.09,,.00,-.54,2.00,-2.00
2011,58,1323,69,1207,55,H,0,H,-2.00,-.25,-.53,-.08,-.87,,-.10,,-3.00,1.78,-2.00,-.50
2011,58,1343,65,1318,63,N,0,H,5.00,9.25,11.75,13.02,10.81,,6.41,,5.50,6.01,10.00,4.50
2011,58,1348,67,1130,65,H,0,H,1.00,.23,-.22,-1.40,.58,,-2.07,,1.00,3.05,1.00,.50
2011,58,1349,74,1261,68,H,0,H,3.00,3.14,4.48,3.26,5.70,,-1.00,,1.50,6.72,1.00,5.50
2011,58,1350,90,1448,74,H,0,H,16.00,18.99,21.04,19.52,22.77,,18.27,,13.50,16.39,18.00,20.00
2011,58,1374,71,1369,59,H,0,H,13.00,11.15,10.23,10.83,9.99,,17.11,,14.50,9.81,8.00,10.50
2011,58,1376,56,1240,49,H,0,H,17.50,22.35,25.81,32.63,21.73,,21.45,,19.00,18.95,17.00,21.00
2011,58,1397,68,1404,62,H,0,H,28.50,27.71,25.77,22.78,29.61,,32.09,,25.00,27.08,27.00,
2011,58,1406,93,1247,90,A,1,A,-13.00,-12.04,-13.42,-14.56,-12.40,,-11.62,,-13.00,-10.60,-11.00,-9.50
2011,58,1416,71,1202,53,H,0,H,13.50,13.53,13.15,14.52,12.78,,13.48,,17.00,14.85,12.00,12.50
2011,58,1417,80,1450,71,H,0,H,3.00,-1.90,-2.31,-2.46,-2.53,,-2.76,,.00,1.27,-3.00,1.50
2011,58,1429,74,1218,66,H,0,H,20.00,17.93,15.11,14.88,15.45,,24.10,,18.00,15.20,20.00,18.50
2011,58,1431,71,1102,54,H,0,H,14.00,10.89,5.93,2.57,9.12,,17.34,,15.00,10.43,15.00,13.00
2011,58,1433,75,1459,66,H,0,H,6.50,6.28,5.23,4.80,5.67,,7.30,,7.00,5.61,8.00,8.50
2011,58,1435,77,1266,76,H,0,H,7.00,9.24,10.95,11.42,10.58,,7.86,,8.00,9.36,7.00,9.00
2011,58,1449,73,1425,67,A,1,A,3.00,4.89,.60,-.16,4.70,,11.31,,6.00,3.62,5.00,3.50
2011,58,1455,91,1191,57,H,0,H,12.50,12.42,12.36,14.16,11.00,,14.02,,13.00,10.90,12.00,12.50
2011,59,1110,83,1174,71,N,0,A,.00,-3.26,-3.88,-4.11,-3.67,,-4.80,,-2.50,-.70,-3.00,-.50
2011,59,1112,76,1332,57,A,0,A,7.50,9.85,12.42,12.44,12.96,,7.09,,8.00,7.76,9.00,
2011,59,1117,69,1375,57,H,0,H,8.50,9.56,7.27,2.78,11.10,,9.93,,8.00,10.97,13.00,11.00
2011,59,1140,90,1138,82,A,0,A,9.00,11.57,10.35,10.91,9.81,,16.79,,14.00,6.32,14.00,7.50
2011,59,1156,73,1260,55,H,0,H,9.00,12.11,13.80,18.66,10.09,,9.24,,9.50,9.54,13.00,14.00
2011,59,1165,86,1459,80,N,0,A,-7.50,-8.86,-10.35,-12.17,-8.66,,-8.73,,-4.00,-4.73,-10.00,-5.00
2011,59,1168,54,1334,51,H,0,H,-5.50,-6.56,-6.55,-9.55,-4.52,,-10.20,,-6.00,-3.52,-5.00,
2011,59,1169,87,1413,81,H,0,H,1.00,-.66,-1.02,-.51,-1.58,,-2.15,,1.00,.94,.01,-.50
2011,59,1176,65,1418,52,H,0,H,6.00,4.32,4.38,5.46,3.59,,4.75,,6.00,4.81,3.00,5.50
2011,59,1178,79,1453,56,H,0,H,6.50,5.57,3.21,1.19,5.22,,6.55,,6.50,5.88,9.00,8.00
2011,59,1202,75,1318,62,N,0,A,1.50,.08,1.58,3.60,-.09,,-4.05,,3.00,1.93,-1.00,.50
2011,59,1209,81,1151,76,A,0,A,-3.50,-3.91,-4.71,-7.86,-1.38,,-3.66,,-4.00,-2.65,-4.00,-5.50
2011,59,1235,60,1438,47,A,0,A,-2.50,1.86,1.39,-3.50,7.08,,.24,,-2.50,3.47,2.00,.50
2011,59,1237,70,1442,55,H,0,H,,14.94,14.70,16.19,13.45,,19.13,,,11.93,14.00,16.50
2011,59,1253,69,1142,53,A,0,A,3.00,1.79,1.65,2.49,.87,,4.32,,4.00,.29,1.00,1.00
2011,59,1258,87,1414,80,A,0,A,-1.50,-1.68,-3.41,-3.53,-3.23,,1.09,,-4.00,-2.75,-.01,-1.00
2011,59,1274,94,1337,59,H,0,H,17.00,18.43,18.91,23.67,15.05,,18.79,,20.00,14.65,20.00,19.00
2011,59,1281,81,1330,58,H,0,H,8.50,7.51,7.08,6.00,7.80,,5.45,,8.00,7.28,11.00,10.00
2011,59,1317,81,1114,69,H,0,H,9.00,8.75,9.03,9.40,9.07,,10.41,,10.00,5.87,9.00,12.00
2011,59,1324,85,1331,77,A,0,A,,2.17,2.49,1.53,3.68,,2.80,,,.86,2.00,2.50
2011,59,1333,80,1113,58,H,0,H,-2.50,-4.44,-6.39,-9.25,-3.99,,-3.24,,-4.50,-2.71,-3.00,-1.50
2011,59,1355,91,1282,71,A,0,A,,3.89,1.82,-3.07,7.22,,4.65,,,5.65,5.00,
2011,59,1362,69,1214,57,H,0,H,3.50,1.37,-1.09,-5.53,3.04,,2.38,,3.50,2.96,4.00,5.50
2011,59,1365,85,1200,70,H,0,H,10.50,8.22,6.47,4.57,8.45,,9.81,,13.00,8.25,10.00,10.50
2011,59,1381,77,1295,68,H,0,H,,-5.96,-4.68,-3.80,-5.63,,-6.45,,,-4.93,-9.00,-3.50
2011,59,1409,69,1395,66,H,0,H,6.50,7.10,5.23,3.75,6.82,,8.29,,6.00,6.64,10.00,9.50
2011,59,1416,68,1343,62,H,0,H,10.50,11.16,11.69,12.24,11.82,,11.84,,12.00,10.91,9.00,10.00
2011,59,1423,64,1405,42,H,0,H,10.00,10.18,9.90,9.95,10.22,,13.84,,11.00,8.90,8.00,
2011,59,1424,73,1141,47,H,0,H,22.50,25.30,26.49,28.14,25.50,,26.29,,23.00,21.57,25.00,24.00
2011,59,1433,78,1306,65,H,0,H,16.00,16.89,13.41,11.96,15.15,,22.15,,16.00,14.21,21.00,18.50
2011,59,1437,78,1396,74,H,0,H,5.50,6.94,3.46,.25,7.08,,12.23,,7.50,7.14,8.00,8.50
2011,59,1460,68,1454,44,H,0,H,8.50,6.05,5.86,3.41,8.37,,6.15,,8.00,6.31,6.00,9.50
2011,59,1464,71,1227,69,H,0,H,3.50,3.49,6.54,7.18,5.90,,-1.49,,.00,3.84,2.00,3.00
2011,60,1129,81,1308,78,H,0,H,9.50,7.62,8.62,4.97,13.21,,3.63,,10.00,8.28,8.00,7.50
2011,60,1153,70,1371,53,H,0,H,8.50,9.71,12.39,15.60,8.95,,7.69,,7.00,7.33,9.00,13.50
2011,60,1158,91,1397,78,A,0,A,-11.00,-8.67,-8.66,-8.96,-8.34,,-9.59,,-13.00,-8.44,-8.00,-10.00
2011,60,1163,66,1378,61,H,1,H,13.00,15.32,17.33,21.75,14.90,,12.61,,13.00,13.36,14.00,15.00
2011,60,1196,71,1462,67,A,0,A,-1.50,.53,2.31,1.21,3.25,,-2.00,,1.50,1.17,-1.00,-1.00
2011,60,1208,64,1184,57,H,0,H,16.00,18.94,21.85,24.75,19.81,,20.03,,14.00,15.12,15.00,22.00
2011,60,1211,73,1329,52,H,0,H,6.50,4.50,3.80,.42,7.08,,3.36,,4.50,7.66,4.00,6.00
2011,60,1225,77,1256,47,H,0,H,3.00,2.19,1.05,.44,1.68,,3.08,,4.00,3.75,2.00,6.00
2011,60,1226,68,1170,63,H,1,H,7.50,10.06,12.07,13.47,10.67,,,,7.00,7.11,9.00,8.50
2011,60,1241,60,1245,51,A,0,A,-4.00,-3.80,-4.73,-4.33,-5.05,,-3.09,,-5.00,-3.54,-3.00,-3.00
2011,60,1246,78,1257,63,A,0,A,-3.00,-.82,-.97,-.29,-2.16,,-.07,,-2.00,-2.59,1.00,
2011,60,1277,71,1278,62,H,0,H,7.00,5.92,4.80,1.66,7.40,,7.00,,10.00,7.56,6.00,7.50
2011,60,1285,75,1451,56,H,0,H,9.00,6.61,8.02,7.66,8.56,,4.98,,6.00,6.83,5.00,6.00
2011,60,1286,86,1319,78,H,0,H,-1.00,-2.44,-2.88,-1.64,-4.33,,-2.64,,2.00,-1.60,-2.00,-.50
2011,60,1294,75,1186,73,A,0,A,2.50,4.82,4.90,2.65,7.15,,7.63,,1.50,3.67,3.00,4.00
2011,60,1305,86,1218,69,H,0,H,6.00,1.80,-1.72,-4.34,.21,,4.90,,4.00,2.23,6.00,5.00
2011,60,1326,85,1231,67,A,0,A,13.00,14.10,13.92,16.79,10.53,,16.54,,13.50,10.65,16.00,15.50
2011,60,1339,88,1428,79,H,0,H,9.00,9.50,11.78,14.32,9.43,,8.40,,9.00,7.37,8.00,10.50
2011,60,1345,82,1321,69,H,0,H,10.50,11.11,10.60,10.00,11.55,,11.43,,12.00,9.59,13.00,14.00
2011,60,1359,55,1185,51,H,0,H,6.00,9.08,14.39,22.14,9.58,,4.07,,6.00,4.61,5.00,7.00
2011,60,1425,60,1450,56,H,0,H,4.00,1.61,.34,-.38,1.16,,.94,,2.50,3.31,3.00,4.50
2011,60,1429,80,1363,71,H,0,H,17.50,18.45,16.89,16.57,17.21,,25.59,,21.00,14.89,18.00,17.00
2011,60,1444,69,1183,60,H,0,H,8.50,8.83,9.87,10.34,9.40,,8.30,,7.00,10.11,6.00,7.50
2011,60,1449,74,1417,63,A,0,A,3.50,6.73,2.11,.26,7.38,,11.38,,4.00,5.63,9.00,5.00
2011,61,1113,60,1332,55,A,0,A,-1.50,-.71,-.28,1.28,-1.80,,-1.67,,2.00,-2.38,1.00,-2.00
2011,61,1117,81,1443,73,H,0,H,4.50,2.75,-.54,-5.05,3.48,,1.78,,3.00,4.52,9.00,
2011,61,1130,85,1376,70,A,0,A,-1.50,.60,.06,-1.63,1.39,,3.59,,1.00,-.36,-.01,.00
2011,61,1132,67,1387,61,A,0,A,-12.50,-15.55,-16.45,-16.17,-16.76,,-16.92,,-12.50,-12.88,-15.00,-14.50
2011,61,1139,76,1434,59,H,0,H,12.00,12.20,9.58,6.03,13.55,,17.97,,12.00,10.46,13.00,15.00
2011,61,1156,83,1227,59,H,0,H,16.00,19.07,20.81,22.60,20.02,,20.13,,17.00,15.59,17.00,17.50
2011,61,1166,73,1179,57,H,0,H,10.50,10.08,11.83,13.11,10.57,,8.42,,10.00,7.28,11.00,11.00
2011,61,1173,76,1307,73,H,2,H,2.00,.53,1.23,5.78,-2.22,,-.39,,.00,-.50,.01,2.50
2011,61,1191,64,1232,59,H,0,H,2.00,2.14,3.77,6.61,.93,,1.61,,-1.00,1.56,.01,4.00
2011,61,1207,86,1177,75,H,0,H,23.00,24.34,26.03,28.78,24.27,,23.07,,24.00,21.57,24.00,
2011,61,1214,77,1161,75,N,0,A,-10.00,-11.24,-10.51,-9.11,-11.95,,-13.87,,-10.00,-7.25,-14.00,-10.00
2011,61,1260,83,1464,53,A,0,A,4.00,3.11,.83,-2.48,4.37,,9.22,,5.50,2.46,2.00,.00
2011,61,1283,82,1229,71,H,0,H,13.50,14.79,14.17,11.42,17.15,,17.11,,15.00,13.28,15.00,17.50
2011,61,1301,76,1360,54,H,0,H,20.00,21.25,22.62,27.36,19.06,,23.21,,21.00,17.62,19.00,
2011,61,1317,80,1418,63,H,0,H,10.00,13.88,17.07,22.78,12.47,,12.72,,16.50,9.43,12.00,16.50
2011,61,1355,105,1381,95,A,0,A,,5.70,4.62,2.14,7.36,,4.65,,,6.37,8.00,3.50
2011,61,1356,57,1320,55,H,0,H,-3.00,-2.99,-2.25,-2.73,-1.76,,-6.82,,-3.50,.34,-4.00,-3.50
2011,61,1393,70,1323,58,H,0,H,8.00,5.51,4.59,2.97,5.09,,6.64,,7.50,4.83,8.00,7.50
2011,61,1454,84,1178,81,A,1,A,-9.50,-8.52,-6.85,-3.65,-10.15,,-8.00,,-9.00,-7.79,-13.00,-12.50
2011,61,1455,79,1133,63,A,0,A,7.50,7.95,9.73,10.84,8.75,,8.27,,8.00,4.87,7.00,6.50
2011,61,1460,67,1453,64,H,0,H,9.50,8.26,7.28,5.28,9.32,,11.12,,9.00,7.57,8.00,10.00
2011,62,1107,59,1306,44,H,0,H,,3.56,4.12,4.02,4.26,,3.04,,,3.48,3.00,6.00
2011,62,1150,86,1210,83,A,2,A,-12.00,-10.59,-9.77,-7.99,-11.63,,-10.96,,-11.00,-11.36,-11.00,-10.50
2011,62,1155,69,1154,54,H,0,H,22.00,22.72,22.50,21.10,24.06,,23.06,,20.00,20.40,25.00,22.00
2011,62,1176,72,1114,70,H,1,H,5.50,1.29,-1.56,-4.87,1.73,,5.24,,6.00,2.37,2.00,2.00
2011,62,1181,74,1274,63,H,0,H,18.50,18.79,15.77,13.65,17.84,,22.35,,22.00,18.11,22.00,21.00
2011,62,1184,79,1204,73,A,0,A,3.50,4.31,2.62,3.45,2.02,,3.47,,1.00,4.59,8.00,1.50
2011,62,1189,70,1162,69,A,0,A,-5.50,-7.31,-11.29,-15.41,-7.37,,-4.85,,-6.00,-7.94,-1.00,-6.50
2011,62,1198,73,1419,72,A,0,A,-1.50,-2.09,-1.85,-1.59,-2.04,,-2.09,,-1.00,-1.71,-3.00,-4.50
2011,62,1211,73,1448,63,A,0,A,10.00,11.79,11.62,10.01,13.57,,14.32,,9.00,10.03,11.00,12.50
2011,62,1228,69,1458,61,H,0,H,2.50,1.96,1.31,-.02,2.93,,.38,,3.00,3.52,3.00,2.00
2011,62,1242,83,1275,56,H,0,H,26.50,27.59,27.39,25.35,29.50,,29.68,,26.00,25.44,28.00,26.50
2011,62,1247,87,1127,64,H,0,H,,14.71,14.45,11.67,18.38,,13.67,,,14.81,15.00,
2011,62,1263,65,1131,52,H,0,H,,2.57,3.99,5.61,2.37,,.52,,,3.34,1.00,5.50
2011,62,1267,74,1382,65,A,0,A,-2.50,-1.44,-2.47,-3.93,-1.12,,-.85,,-1.50,-2.28,1.00,.50
2011,62,1272,91,1398,86,H,0,H,16.50,17.25,17.77,20.50,15.67,,18.96,,21.00,15.13,16.00,
2011,62,1276,76,1336,69,H,0,H,7.00,6.83,8.00,7.67,8.33,,6.25,,7.00,6.89,5.00,7.00
2011,62,1287,69,1158,49,H,0,H,3.00,-.06,-1.03,-1.79,-.24,,1.35,,1.00,.37,.01,2.00
2011,62,1333,76,1112,75,H,0,H,-8.50,-12.07,-14.93,-16.05,-14.75,,-9.21,,-9.50,-11.36,-9.00,-8.00
2011,62,1340,79,1226,72,A,0,A,-1.50,-.76,-3.83,-4.87,-2.65,,6.26,,.00,-1.52,-1.00,-4.50
2011,62,1349,70,1395,61,H,0,H,2.50,1.27,2.13,1.96,2.29,,.93,,.00,1.18,.01,2.00
2011,62,1375,63,1292,57,H,0,H,1.00,-.12,-.73,-.57,-.90,,-.25,,.00,-.88,2.00,1.50
2011,62,1390,82,1143,68,H,0,H,2.50,.65,-1.06,-3.63,1.16,,3.39,,1.00,1.34,1.00,3.50
2011,62,1435,80,1172,52,H,0,H,14.00,14.39,13.20,12.18,14.57,,18.47,,15.00,13.74,13.00,15.00
2011,62,1437,81,1353,65,H,0,H,15.00,15.42,12.94,10.55,15.56,,17.23,,15.00,14.76,19.00,18.00
2011,62,1438,64,1261,50,H,0,H,6.00,6.60,7.42,9.97,4.95,,7.17,,6.00,5.92,5.00,9.00
2011,63,1103,84,1331,80,H,0,H,,6.55,8.02,12.03,4.35,,4.41,,,4.97,7.00,9.50
2011,63,1104,83,1405,41,H,0,H,24.50,20.40,14.72,8.10,22.78,,29.41,,24.00,19.70,22.00,21.50
2011,63,1120,65,1199,60,H,0,H,-14.00,-15.35,-15.36,-13.52,-17.76,,-15.58,,-13.00,-13.87,-16.00,-14.00
2011,63,1122,89,1151,57,H,0,H,11.00,12.19,12.30,10.25,14.55,,11.91,,14.00,10.25,14.00,12.50
2011,63,1138,78,1165,66,A,0,A,.00,-.53,1.76,1.08,2.59,,-4.95,,.00,1.62,-3.00,-2.00
2011,63,1193,70,1310,48,H,0,H,19.00,18.75,18.49,17.18,20.45,,22.15,,19.00,15.96,18.00,20.50
2011,63,1196,84,1348,59,H,0,H,11.00,10.40,9.97,9.57,10.36,,11.43,,10.00,9.65,11.00,13.00
2011,63,1201,80,1305,74,H,0,H,5.00,3.27,5.28,7.33,3.56,,.32,,2.00,3.12,2.00,
2011,63,1206,75,1174,66,H,0,H,13.00,13.65,11.45,7.76,15.32,,16.38,,14.00,10.77,18.00,
2011,63,1209,76,1433,66,H,0,H,-7.50,-6.01,-3.88,-4.68,-3.11,,-12.57,,-9.00,-4.67,-5.00,-3.50
2011,63,1220,75,1180,69,A,0,A,-11.00,-14.20,-17.35,-17.52,-17.78,,-12.03,,-13.00,-11.65,-12.00,-14.50
2011,63,1235,72,1296,63,H,0,H,19.50,21.32,20.33,17.42,24.14,,24.64,,21.00,19.41,21.00,
2011,63,1241,75,1318,69,H,0,H,7.50,10.40,12.68,15.26,10.80,,6.43,,6.50,9.49,10.00,9.50
2011,63,1246,86,1335,62,H,0,H,24.00,26.04,24.60,22.21,27.18,,28.49,,24.00,22.30,30.00,27.00
2011,63,1259,83,1265,67,H,0,H,13.00,13.41,12.69,10.06,15.77,,13.55,,13.00,13.69,14.00,13.50
2011,63,1277,65,1321,62,A,0,A,2.50,-.24,-2.26,-1.68,-2.86,,2.99,,3.50,.36,-.01,-1.00
2011,63,1330,51,1406,47,A,0,A,12.00,10.79,9.79,12.26,8.08,,15.08,,12.00,8.54,10.00,7.00
2011,63,1351,88,1264,78,H,0,H,17.50,20.78,20.90,18.60,23.51,,22.08,,18.00,17.72,22.00,22.50
2011,63,1369,82,1404,75,H,0,H,4.00,3.95,3.18,.12,5.63,,4.05,,3.00,3.95,6.00,
2011,63,1373,73,1233,67,H,0,H,-3.00,-.51,-.32,.02,-.68,,-.95,,.00,-1.93,1.00,1.00
2011,63,1423,61,1456,59,A,0,A,-3.00,.37,3.76,5.86,1.68,,-.60,,-2.00,-1.10,-4.00,-1.50
2011,63,1454,76,1139,52,H,0,H,-10.00,-11.21,-9.30,-5.66,-13.55,,-16.14,,-11.00,-7.72,-13.00,-10.50
2011,64,1161,73,1461,60,H,0,H,10.00,13.74,15.66,19.48,12.52,,13.29,,10.50,12.40,11.00,13.50
2011,64,1232,72,1229,57,H,0,H,5.00,5.61,5.68,3.15,8.23,,3.28,,5.00,5.38,8.00,7.00
2011,64,1278,67,1231,63,H,0,H,9.00,10.17,11.62,16.90,6.10,,10.28,,10.00,7.57,10.00,12.00
2011,64,1283,67,1166,55,A,0,A,1.50,.82,-.63,-2.08,.90,,3.17,,.00,1.13,1.00,
2011,64,1320,65,1191,53,H,0,H,11.50,10.49,9.17,7.55,10.79,,13.25,,11.50,7.86,13.00,
2011,64,1323,73,1163,70,H,0,H,4.50,6.16,5.15,2.65,5.79,,9.99,,4.00,5.37,7.00,
2011,64,1326,73,1234,68,A,0,A,12.50,14.82,14.41,17.21,11.26,,17.89,,12.00,12.76,15.00,15.00
2011,64,1338,83,1344,79,A,0,A,5.50,5.69,5.84,6.52,5.09,,8.29,,8.00,4.56,4.00,5.50
2011,64,1356,72,1133,64,A,0,A,-2.00,-1.69,-.06,.26,-.38,,-3.78,,-3.50,-1.56,-3.00,-3.00
2011,64,1400,79,1116,46,H,0,H,10.00,11.62,13.58,14.87,12.27,,9.71,,10.50,10.25,11.00,14.00
2011,64,1452,67,1177,65,A,0,A,11.00,11.75,11.61,10.60,13.29,,10.11,,10.50,13.75,11.00,
2011,64,1455,82,1179,63,H,0,H,18.50,16.73,18.69,20.15,17.39,,16.23,,19.00,11.88,18.00,18.50
2011,65,1102,77,1428,69,H,0,H,2.50,4.73,7.05,9.17,4.97,,3.65,,.00,1.88,4.00,6.00
2011,65,1111,74,1172,66,A,0,A,-10.00,-9.70,-11.24,-10.63,-11.88,,-5.53,,-10.00,-9.48,-11.00,-11.00
2011,65,1140,89,1424,77,A,0,A,-4.00,-1.49,-1.26,-.55,-2.31,,-1.02,,-3.00,-2.56,-1.00,-3.00
2011,65,1173,60,1387,50,A,0,A,-1.50,-.04,1.63,7.70,-2.98,,-.59,,.00,-3.31,-1.00,.00
2011,65,1174,61,1456,48,H,0,H,6.50,10.99,14.99,17.73,12.41,,8.55,,8.00,10.25,6.00,11.00
2011,65,1181,85,1412,64,H,0,H,18.00,19.49,17.55,17.00,18.11,,22.05,,20.00,20.31,20.00,20.50
2011,65,1203,72,1247,67,H,0,H,2.00,1.49,.13,1.19,-.95,,3.11,,.00,2.12,2.00,4.50
2011,65,1217,78,1130,69,A,0,A,-9.00,-10.94,-10.22,-10.51,-10.05,,-13.37,,-12.00,-8.75,-12.00,-10.50
2011,65,1220,87,1206,74,H,0,H,-4.50,-3.94,-2.91,.48,-6.30,,-5.30,,-7.50,-3.57,-5.00,
2011,65,1241,99,1406,68,H,0,H,12.50,14.05,15.26,18.54,12.83,,12.23,,13.00,12.66,14.00,12.50
2011,65,1242,99,1282,52,H,0,H,,34.14,30.23,28.30,32.44,,42.59,,,31.39,36.00,
2011,65,1253,85,1169,71,H,0,H,12.00,14.23,16.18,16.92,15.54,,16.14,,15.00,10.54,12.00,17.00
2011,65,1257,73,1371,54,H,0,H,11.00,11.64,12.69,12.71,13.47,,9.59,,11.00,11.45,11.00,13.50
2011,65,1266,73,1353,65,A,0,A,4.00,3.29,.31,-2.07,2.87,,6.19,,5.50,3.47,6.00,
2011,65,1279,75,1374,57,A,0,A,5.00,8.42,9.16,11.47,7.12,,7.84,,7.00,8.66,7.00,6.50
2011,65,1292,78,1317,71,H,0,H,-2.50,-2.17,-3.65,-6.65,-1.01,,-5.24,,-3.50,2.03,.01,-4.00
2011,65,1301,87,1189,72,N,0,A,11.50,7.70,6.37,7.70,5.14,,12.82,,15.00,6.85,6.00,9.00
2011,65,1330,49,1318,34,H,0,H,14.00,14.34,14.82,17.24,13.10,,15.32,,13.00,12.06,14.00,12.50
2011,65,1343,68,1265,57,H,0,H,18.00,23.08,24.88,26.65,24.36,,20.99,,20.00,21.38,22.00,22.50
2011,65,1345,83,1336,68,A,0,A,6.00,8.39,8.07,6.93,9.74,,9.18,,9.00,6.09,10.00,9.50
2011,65,1350,71,1150,59,H,0,H,13.50,13.41,13.43,10.75,16.44,,13.45,,14.00,13.42,13.00,11.50
2011,65,1361,66,1395,53,A,0,A,10.50,10.90,11.74,16.19,9.17,,12.89,,10.00,7.25,9.00,8.50
2011,65,1379,85,1222,73,H,0,H,14.00,15.47,17.44,16.90,18.04,,14.58,,16.00,15.83,12.00,
2011,65,1382,68,1114,55,A,0,A,-1.00,-.23,-.93,-.99,-.77,,1.37,,1.00,.22,-1.00,-5.00
2011,65,1396,70,1200,51,N,0,A,16.50,12.95,11.75,10.55,13.09,,12.54,,16.00,11.57,17.00,19.50
2011,65,1397,104,1272,84,H,0,H,7.00,4.67,4.58,1.57,7.01,,5.42,,6.00,7.37,2.00,3.00
2011,65,1408,85,1349,81,A,0,A,-4.50,-3.18,-4.84,-6.14,-3.52,,-2.87,,-5.00,-2.38,-1.00,-5.00
2011,65,1414,85,1168,78,H,0,H,7.00,5.84,5.47,3.99,6.52,,8.31,,9.00,5.40,5.00,5.50
2011,65,1416,65,1267,58,H,0,H,11.50,11.75,13.88,15.96,13.24,,10.98,,13.50,11.59,7.00,9.50
2011,65,1423,59,1209,56,H,0,H,2.50,4.12,5.33,6.92,3.71,,5.05,,2.50,3.90,1.00,4.00
2011,65,1431,69,1409,59,H,0,H,7.00,6.91,6.22,6.72,5.69,,9.29,,8.00,4.86,8.00,7.00
2011,65,1433,52,1180,48,H,0,H,5.50,1.89,-2.03,-2.39,-1.70,,3.84,,3.00,2.71,7.00,
2011,65,1441,81,1204,58,A,0,A,6.50,5.76,5.56,5.23,6.01,,4.04,,3.50,5.52,8.00,6.00
2011,65,1458,66,1276,50,H,0,H,11.00,11.02,10.45,9.76,11.18,,9.56,,11.00,10.58,14.00,13.50
2011,66,1112,73,1143,71,H,0,H,13.00,11.19,9.92,6.18,15.41,9.12,12.58,,14.00,11.42,11.00,14.50
2011,66,1129,102,1363,101,A,4,A,3.00,1.16,-.07,-3.07,3.60,-2.57,4.92,,4.00,.93,2.00,-1.50
2011,66,1142,43,1334,39,A,0,A,-10.00,-9.40,-9.32,-9.10,-9.60,-4.52,-10.74,,-8.00,-10.02,-10.00,-10.00
2011,66,1153,66,1462,46,H,0,H,9.00,9.67,11.86,11.74,12.04,7.12,6.29,,7.50,6.73,10.00,12.00
2011,66,1158,76,1202,72,A,0,A,-2.50,-2.08,-4.17,-6.54,-2.11,-3.31,-1.55,,-1.00,1.36,-2.00,-3.50
2011,66,1176,62,1443,59,A,0,A,-6.50,-8.84,-11.12,-12.07,-10.19,-4.30,-6.53,,-8.50,-8.17,-9.00,-8.50
2011,66,1178,83,1260,71,A,0,A,-5.50,-5.89,-8.40,-8.90,-7.97,-4.79,-6.30,,-6.00,-5.26,-1.00,-5.00
2011,66,1184,64,1240,61,H,0,H,9.00,9.51,10.46,16.69,7.84,4.11,8.77,,8.50,8.63,11.00,9.50
2011,66,1194,65,1375,57,H,0,H,9.50,10.04,13.45,14.62,12.39,4.40,10.29,,9.00,8.85,7.00,13.00
2011,66,1198,75,1117,70,H,0,H,-3.00,-2.43,-1.12,.64,-2.82,3.57,-6.08,,-5.00,-3.00,-8.00,-2.00
2011,66,1201,63,1256,56,A,0,A,-2.00,-1.68,-2.31,-3.89,-.70,-3.66,.40,,-1.00,-1.98,-.01,1.00
2011,66,1228,88,1321,63,H,0,H,8.00,8.17,8.43,8.62,8.24,6.41,7.70,,8.00,9.30,9.00,8.50
2011,66,1236,68,1442,55,H,0,H,,13.23,15.99,18.57,13.58,4.64,14.68,,,11.33,13.00,12.50
2011,66,1286,61,1170,59,A,0,A,6.00,6.43,8.16,8.70,7.80,-3.41,11.04,,8.00,4.55,9.00,6.50
2011,66,1287,76,1399,64,H,0,H,15.00,15.62,18.84,19.47,18.53,5.19,17.92,,16.00,15.04,10.00,18.50
2011,66,1293,64,1398,53,H,0,H,11.50,11.23,11.95,14.42,9.67,4.61,16.25,,12.00,9.87,13.00,14.00
2011,66,1294,63,1285,45,H,0,H,-1.50,.12,-1.21,-1.94,-.93,2.91,.85,,-3.00,.07,-1.00,.00
2011,66,1295,80,1331,74,H,0,H,,3.53,4.82,4.47,5.18,3.93,.49,,,4.31,2.00,4.50
2011,66,1319,82,1226,80,H,1,H,14.50,14.95,15.72,13.05,18.64,5.15,17.21,,15.50,15.30,17.00,18.00
2011,66,1324,85,1237,71,H,0,H,,8.83,10.84,10.01,11.79,4.99,7.57,,,9.97,8.00,8.00
2011,66,1337,75,1360,55,H,0,H,9.00,8.51,10.81,11.87,10.37,4.30,9.01,,10.00,7.43,6.00,9.50
2011,66,1355,86,1147,62,H,0,H,,25.65,28.12,24.44,33.65,5.66,26.58,,,30.43,26.00,28.00
